Date,Country_Region,Difference,Case_Type,Cases,Lat,Long
2020-03-09,India,0,Deaths,0,21.0,78.0
2020-03-08,India,0,Deaths,0,21.0,78.0
2020-03-07,India,0,Deaths,0,21.0,78.0
2020-03-06,India,0,Deaths,0,21.0,78.0
2020-03-05,India,0,Deaths,0,21.0,78.0
2020-03-04,India,0,Deaths,0,21.0,78.0
2020-03-03,India,0,Deaths,0,21.0,78.0
2020-03-23,India,3,Deaths,10,21.0,78.0
2020-03-22,India,3,Deaths,7,21.0,78.0
2020-03-21,India,-1,Deaths,4,21.0,78.0
2020-03-20,India,1,Deaths,5,21.0,78.0
2020-03-02,India,0,Deaths,0,21.0,78.0
2020-03-19,India,1,Deaths,4,21.0,78.0
2020-03-18,India,0,Deaths,3,21.0,78.0
2020-03-17,India,1,Deaths,3,21.0,78.0
2020-03-16,India,0,Deaths,2,21.0,78.0
2020-03-15,India,0,Deaths,2,21.0,78.0
2020-03-14,India,0,Deaths,2,21.0,78.0
2020-03-13,India,1,Deaths,2,21.0,78.0
2020-03-12,India,0,Deaths,1,21.0,78.0
2020-03-11,India,1,Deaths,1,21.0,78.0
2020-03-10,India,0,Deaths,0,21.0,78.0
2020-03-01,India,0,Deaths,0,21.0,78.0
2020-02-09,India,0,Deaths,0,21.0,78.0
2020-02-08,India,0,Deaths,0,21.0,78.0
2020-02-07,India,0,Deaths,0,21.0,78.0
2020-02-06,India,0,Deaths,0,21.0,78.0
2020-02-05,India,0,Deaths,0,21.0,78.0
2020-02-04,India,0,Deaths,0,21.0,78.0
2020-02-03,India,0,Deaths,0,21.0,78.0
2020-02-29,India,0,Deaths,0,21.0,78.0
2020-02-28,India,0,Deaths,0,21.0,78.0
2020-02-27,India,0,Deaths,0,21.0,78.0
2020-02-26,India,0,Deaths,0,21.0,78.0
2020-02-25,India,0,Deaths,0,21.0,78.0
2020-02-24,India,0,Deaths,0,21.0,78.0
2020-02-23,India,0,Deaths,0,21.0,78.0
2020-02-22,India,0,Deaths,0,21.0,78.0
2020-02-21,India,0,Deaths,0,21.0,78.0
2020-02-20,India,0,Deaths,0,21.0,78.0
2020-02-02,India,0,Deaths,0,21.0,78.0
2020-02-19,India,0,Deaths,0,21.0,78.0
2020-02-18,India,0,Deaths,0,21.0,78.0
2020-02-17,India,0,Deaths,0,21.0,78.0
2020-02-16,India,0,Deaths,0,21.0,78.0
2020-02-15,India,0,Deaths,0,21.0,78.0
2020-02-14,India,0,Deaths,0,21.0,78.0
2020-02-13,India,0,Deaths,0,21.0,78.0
2020-02-12,India,0,Deaths,0,21.0,78.0
2020-02-11,India,0,Deaths,0,21.0,78.0
2020-02-10,India,0,Deaths,0,21.0,78.0
2020-02-01,India,0,Deaths,0,21.0,78.0
2020-01-31,India,0,Deaths,0,21.0,78.0
2020-01-30,India,0,Deaths,0,21.0,78.0
2020-01-29,India,0,Deaths,0,21.0,78.0
2020-01-28,India,0,Deaths,0,21.0,78.0
2020-01-27,India,0,Deaths,0,21.0,78.0
2020-01-26,India,0,Deaths,0,21.0,78.0
2020-01-25,India,0,Deaths,0,21.0,78.0
2020-01-24,India,0,Deaths,0,21.0,78.0
2020-01-23,India,0,Deaths,0,21.0,78.0
2020-03-09,India,4,Confirmed,43,21.0,78.0
2020-03-08,India,5,Confirmed,39,21.0,78.0
2020-03-07,India,3,Confirmed,34,21.0,78.0
2020-03-06,India,1,Confirmed,31,21.0,78.0
2020-03-05,India,2,Confirmed,30,21.0,78.0
2020-03-04,India,23,Confirmed,28,21.0,78.0
2020-03-03,India,0,Confirmed,5,21.0,78.0
2020-03-23,India,103,Confirmed,499,21.0,78.0
2020-03-22,India,66,Confirmed,396,21.0,78.0
2020-03-21,India,86,Confirmed,330,21.0,78.0
2020-03-20,India,50,Confirmed,244,21.0,78.0
2020-03-02,India,2,Confirmed,5,21.0,78.0
2020-03-19,India,38,Confirmed,194,21.0,78.0
2020-03-18,India,14,Confirmed,156,21.0,78.0
2020-03-17,India,23,Confirmed,142,21.0,78.0
2020-03-16,India,6,Confirmed,119,21.0,78.0
2020-03-15,India,11,Confirmed,113,21.0,78.0
2020-03-14,India,20,Confirmed,102,21.0,78.0
2020-03-13,India,9,Confirmed,82,21.0,78.0
2020-03-12,India,11,Confirmed,73,21.0,78.0
2020-03-11,India,6,Confirmed,62,21.0,78.0
2020-03-10,India,13,Confirmed,56,21.0,78.0
2020-03-01,India,0,Confirmed,3,21.0,78.0
2020-02-09,India,0,Confirmed,3,21.0,78.0
2020-02-08,India,0,Confirmed,3,21.0,78.0
2020-02-07,India,0,Confirmed,3,21.0,78.0
2020-02-06,India,0,Confirmed,3,21.0,78.0
2020-02-05,India,0,Confirmed,3,21.0,78.0
2020-02-04,India,0,Confirmed,3,21.0,78.0
2020-02-03,India,1,Confirmed,3,21.0,78.0
2020-02-29,India,0,Confirmed,3,21.0,78.0
2020-02-28,India,0,Confirmed,3,21.0,78.0
2020-02-27,India,0,Confirmed,3,21.0,78.0
2020-02-26,India,0,Confirmed,3,21.0,78.0
2020-02-25,India,0,Confirmed,3,21.0,78.0
2020-02-24,India,0,Confirmed,3,21.0,78.0
2020-02-23,India,0,Confirmed,3,21.0,78.0
2020-02-22,India,0,Confirmed,3,21.0,78.0
2020-02-21,India,0,Confirmed,3,21.0,78.0
2020-02-20,India,0,Confirmed,3,21.0,78.0
2020-02-02,India,1,Confirmed,2,21.0,78.0
2020-02-19,India,0,Confirmed,3,21.0,78.0
2020-02-18,India,0,Confirmed,3,21.0,78.0
2020-02-17,India,0,Confirmed,3,21.0,78.0
2020-02-16,India,0,Confirmed,3,21.0,78.0
2020-02-15,India,0,Confirmed,3,21.0,78.0
2020-02-14,India,0,Confirmed,3,21.0,78.0
2020-02-13,India,0,Confirmed,3,21.0,78.0
2020-02-12,India,0,Confirmed,3,21.0,78.0
2020-02-11,India,0,Confirmed,3,21.0,78.0
2020-02-10,India,0,Confirmed,3,21.0,78.0
2020-02-01,India,0,Confirmed,1,21.0,78.0
2020-01-31,India,0,Confirmed,1,21.0,78.0
2020-01-30,India,1,Confirmed,1,21.0,78.0
2020-01-29,India,0,Confirmed,0,21.0,78.0
2020-01-28,India,0,Confirmed,0,21.0,78.0
2020-01-27,India,0,Confirmed,0,21.0,78.0
2020-01-26,India,0,Confirmed,0,21.0,78.0
2020-01-25,India,0,Confirmed,0,21.0,78.0
2020-01-24,India,0,Confirmed,0,21.0,78.0
2020-01-23,India,0,Confirmed,0,21.0,78.0
2020-03-09,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-08,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-07,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-06,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-05,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-04,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-03,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-23,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-22,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-21,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-20,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-02,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-19,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-18,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-17,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-16,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-15,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-14,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-13,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-12,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-11,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-10,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-01,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-09,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-08,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-07,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-06,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-05,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-04,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-03,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-29,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-28,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-27,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-26,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-25,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-24,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-23,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-22,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-21,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-20,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-02,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-19,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-18,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-17,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-16,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-15,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-14,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-13,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-12,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-11,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-10,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-02-01,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-01-31,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-01-30,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-01-29,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-01-28,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-01-27,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-01-26,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-01-25,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-01-24,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-01-23,Madagascar,0,Deaths,0,-18.7669,46.8691
2020-03-09,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-03-08,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-03-07,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-03-06,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-03-05,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-03-04,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-03-03,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-03-23,Madagascar,9,Confirmed,12,-18.7669,46.8691
2020-03-22,Madagascar,0,Confirmed,3,-18.7669,46.8691
2020-03-21,Madagascar,0,Confirmed,3,-18.7669,46.8691
2020-03-20,Madagascar,3,Confirmed,3,-18.7669,46.8691
2020-03-02,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-03-19,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-03-18,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-03-17,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-03-16,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-03-15,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-03-14,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-03-13,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-03-12,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-03-11,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-03-10,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-03-01,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-09,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-08,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-07,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-06,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-05,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-04,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-03,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-29,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-28,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-27,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-26,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-25,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-24,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-23,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-22,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-21,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-20,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-02,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-19,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-18,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-17,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-16,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-15,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-14,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-13,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-12,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-11,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-10,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-02-01,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-01-31,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-01-30,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-01-29,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-01-28,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-01-27,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-01-26,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-01-25,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-01-24,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-01-23,Madagascar,0,Confirmed,0,-18.7669,46.8691
2020-03-09,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-03-08,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-03-07,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-03-06,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-03-05,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-03-04,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-03-03,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-03-23,Dominican Republic,0,Deaths,3,18.7357,-70.1627
2020-03-22,Dominican Republic,1,Deaths,3,18.7357,-70.1627
2020-03-21,Dominican Republic,0,Deaths,2,18.7357,-70.1627
2020-03-20,Dominican Republic,0,Deaths,2,18.7357,-70.1627
2020-03-02,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-03-19,Dominican Republic,1,Deaths,2,18.7357,-70.1627
2020-03-18,Dominican Republic,0,Deaths,1,18.7357,-70.1627
2020-03-17,Dominican Republic,1,Deaths,1,18.7357,-70.1627
2020-03-16,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-03-15,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-03-14,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-03-13,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-03-12,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-03-11,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-03-10,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-03-01,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-09,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-08,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-07,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-06,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-05,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-04,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-03,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-29,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-28,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-27,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-26,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-25,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-24,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-23,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-22,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-21,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-20,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-02,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-19,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-18,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-17,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-16,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-15,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-14,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-13,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-12,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-11,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-10,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-02-01,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-01-31,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-01-30,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-01-29,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-01-28,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-01-27,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-01-26,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-01-25,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-01-24,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-01-23,Dominican Republic,0,Deaths,0,18.7357,-70.1627
2020-03-09,Dominican Republic,0,Confirmed,5,18.7357,-70.1627
2020-03-08,Dominican Republic,3,Confirmed,5,18.7357,-70.1627
2020-03-07,Dominican Republic,0,Confirmed,2,18.7357,-70.1627
2020-03-06,Dominican Republic,1,Confirmed,2,18.7357,-70.1627
2020-03-05,Dominican Republic,0,Confirmed,1,18.7357,-70.1627
2020-03-04,Dominican Republic,0,Confirmed,1,18.7357,-70.1627
2020-03-03,Dominican Republic,0,Confirmed,1,18.7357,-70.1627
2020-03-23,Dominican Republic,43,Confirmed,245,18.7357,-70.1627
2020-03-22,Dominican Republic,90,Confirmed,202,18.7357,-70.1627
2020-03-21,Dominican Republic,40,Confirmed,112,18.7357,-70.1627
2020-03-20,Dominican Republic,38,Confirmed,72,18.7357,-70.1627
2020-03-02,Dominican Republic,0,Confirmed,1,18.7357,-70.1627
2020-03-19,Dominican Republic,13,Confirmed,34,18.7357,-70.1627
2020-03-18,Dominican Republic,0,Confirmed,21,18.7357,-70.1627
2020-03-17,Dominican Republic,10,Confirmed,21,18.7357,-70.1627
2020-03-16,Dominican Republic,0,Confirmed,11,18.7357,-70.1627
2020-03-15,Dominican Republic,0,Confirmed,11,18.7357,-70.1627
2020-03-14,Dominican Republic,6,Confirmed,11,18.7357,-70.1627
2020-03-13,Dominican Republic,0,Confirmed,5,18.7357,-70.1627
2020-03-12,Dominican Republic,0,Confirmed,5,18.7357,-70.1627
2020-03-11,Dominican Republic,0,Confirmed,5,18.7357,-70.1627
2020-03-10,Dominican Republic,0,Confirmed,5,18.7357,-70.1627
2020-03-01,Dominican Republic,1,Confirmed,1,18.7357,-70.1627
2020-02-09,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-08,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-07,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-06,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-05,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-04,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-03,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-29,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-28,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-27,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-26,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-25,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-24,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-23,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-22,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-21,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-20,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-02,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-19,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-18,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-17,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-16,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-15,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-14,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-13,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-12,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-11,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-10,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-02-01,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-01-31,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-01-30,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-01-29,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-01-28,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-01-27,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-01-26,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-01-25,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-01-24,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-01-23,Dominican Republic,0,Confirmed,0,18.7357,-70.1627
2020-03-09,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-03-08,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-03-07,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-03-06,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-03-05,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-03-04,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-03-03,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-03-23,Jamaica,0,Deaths,1,18.1096,-77.2975
2020-03-22,Jamaica,0,Deaths,1,18.1096,-77.2975
2020-03-21,Jamaica,0,Deaths,1,18.1096,-77.2975
2020-03-20,Jamaica,0,Deaths,1,18.1096,-77.2975
2020-03-02,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-03-19,Jamaica,1,Deaths,1,18.1096,-77.2975
2020-03-18,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-03-17,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-03-16,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-03-15,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-03-14,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-03-13,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-03-12,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-03-11,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-03-10,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-03-01,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-09,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-08,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-07,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-06,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-05,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-04,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-03,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-29,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-28,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-27,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-26,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-25,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-24,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-23,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-22,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-21,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-20,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-02,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-19,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-18,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-17,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-16,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-15,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-14,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-13,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-12,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-11,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-10,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-02-01,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-01-31,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-01-30,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-01-29,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-01-28,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-01-27,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-01-26,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-01-25,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-01-24,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-01-23,Jamaica,0,Deaths,0,18.1096,-77.2975
2020-03-09,Jamaica,0,Confirmed,0,18.1096,-77.2975
2020-03-08,Jamaica,0,Confirmed,0,18.1096,-77.2975
2020-03-07,Jamaica,0,Confirmed,0,18.1096,-77.2975
2020-03-06,Jamaica,0,Confirmed,0,18.1096,-77.2975
2020-03-05,Jamaica,0,Confirmed,0,18.1096,-77.2975
2020-03-04,Jamaica,0,Confirmed,0,18.1096,-77.2975
2020-03-03,Jamaica,0,Confirmed,0,18.1096,-77.2975
2020-03-23,Jamaica,0,Confirmed,19,18.1096,-77.2975
